Date,3M Libor,FEDFUNDS
28/11/2018,2.70663,2.2
29/11/2018,2.73813,2.2
30/11/2018,2.73613,2.2
03/12/2018,2.75125,2.19
04/12/2018,2.73888,2.2
05/12/2018,2.76575,2.2
06/12/2018,2.76713,2.2
07/12/2018,2.77106,2.19
10/12/2018,2.77594,2.2
11/12/2018,2.779,2.19
12/12/2018,2.7775,2.19
13/12/2018,2.78819,2.19
14/12/2018,2.80069,2.19
17/12/2018,2.80363,2.2
18/12/2018,2.792,2.2
19/12/2018,2.78963,2.2
20/12/2018,2.82375,2.4
21/12/2018,2.82163,2.4
24/12/2018,2.81344,2.4
27/12/2018,2.803,2.4
28/12/2018,2.797,2.4
31/12/2018,2.80763,2.4
02/01/2019,2.79388,2.4
03/01/2019,2.795,2.4
04/01/2019,2.80388,2.4
07/01/2019,2.79681,2.4
08/01/2019,2.7825,2.4
09/01/2019,2.79888,2.4
10/01/2019,2.79694,2.4
11/01/2019,2.78731,2.4
14/01/2019,2.77894,2.4
15/01/2019,2.77344,2.4
16/01/2019,2.78031,2.4
17/01/2019,2.77575,2.4
18/01/2019,2.761,2.4
22/01/2019,2.77925,2.4
23/01/2019,2.77063,2.4
24/01/2019,2.76475,2.4
25/01/2019,2.75163,2.4
28/01/2019,2.7505,2.4
29/01/2019,2.74438,2.4
30/01/2019,2.73625,2.4
31/01/2019,2.7375,2.4
01/02/2019,2.73263,2.4
04/02/2019,2.73438,2.4
05/02/2019,2.7385,2.4
06/02/2019,2.73763,2.4
07/02/2019,2.697,2.4
08/02/2019,2.69775,2.4
11/02/2019,2.688,2.4
12/02/2019,2.69288,2.4
13/02/2019,2.68375,2.4
14/02/2019,2.69388,2.4
15/02/2019,2.68288,2.4
19/02/2019,2.64125,2.4
20/02/2019,2.66338,2.4
21/02/2019,2.651,2.4
22/02/2019,2.64625,2.4
25/02/2019,2.63863,2.4
26/02/2019,2.62888,2.4
27/02/2019,2.62613,2.4
28/02/2019,2.61513,2.4
01/03/2019,2.5985,2.4
04/03/2019,2.60763,2.4
05/03/2019,2.60663,2.4
06/03/2019,2.5945,2.4
07/03/2019,2.60063,2.4
08/03/2019,2.59663,2.4
11/03/2019,2.60825,2.4
12/03/2019,2.59325,2.4
13/03/2019,2.61088,2.4
14/03/2019,2.61463,2.4
15/03/2019,2.62525,2.4
18/03/2019,2.63263,2.4
19/03/2019,2.61275,2.4
20/03/2019,2.607,2.41
21/03/2019,2.6015,2.41
22/03/2019,2.60988,2.41
25/03/2019,2.60875,2.4
26/03/2019,2.59738,2.4
27/03/2019,2.601,2.41
28/03/2019,2.59175,2.41
29/03/2019,2.59975,2.43
01/04/2019,2.5955,2.41
02/04/2019,2.60238,2.41
03/04/2019,2.59775,2.41
04/04/2019,2.58863,2.41
05/04/2019,2.59213,2.41
08/04/2019,2.584,2.41
09/04/2019,2.58125,2.41
10/04/2019,2.6035,2.41
11/04/2019,2.59675,2.41
12/04/2019,2.601,2.41
15/04/2019,2.588,2.41
16/04/2019,2.60088,2.41
17/04/2019,2.5915,2.42
18/04/2019,2.58113,2.43
23/04/2019,2.58025,2.44
24/04/2019,2.58638,2.44
25/04/2019,2.58238,2.44
26/04/2019,2.58275,2.44
29/04/2019,2.579,2.45
30/04/2019,2.57563,2.45
01/05/2019,2.5755,2.45
02/05/2019,2.56513,2.41
03/05/2019,2.55988,2.4
07/05/2019,2.562,2.4
08/05/2019,2.54513,2.39
09/05/2019,2.53525,2.38
10/05/2019,2.52788,2.38
13/05/2019,2.518,2.38
14/05/2019,2.5245,2.38
15/05/2019,2.52513,2.4
16/05/2019,2.51963,2.39
17/05/2019,2.52188,2.39
20/05/2019,2.52338,2.39
21/05/2019,2.5235,2.39
22/05/2019,2.52475,2.38
23/05/2019,2.52063,2.38
24/05/2019,2.52488,2.38
28/05/2019,2.52375,2.39
29/05/2019,2.52175,2.39
30/05/2019,2.52025,2.39
31/05/2019,2.5025,2.4
03/06/2019,2.4785,2.38
04/06/2019,2.47438,2.38
05/06/2019,2.47163,2.38
06/06/2019,2.453,2.37
07/06/2019,2.45063,2.37
10/06/2019,2.43575,2.37
11/06/2019,2.4495,2.37
12/06/2019,2.42788,2.37
13/06/2019,2.41025,2.37
14/06/2019,2.402,2.36
17/06/2019,2.4185,2.38
18/06/2019,2.38663,2.37
19/06/2019,2.38613,2.37
20/06/2019,2.34313,2.37
21/06/2019,2.34925,2.38
24/06/2019,2.33288,2.38
25/06/2019,2.31125,2.38
26/06/2019,2.32988,2.38
27/06/2019,2.31888,2.38
28/06/2019,2.31988,2.4
01/07/2019,2.33188,2.39
02/07/2019,2.313,2.4
03/07/2019,2.2885,2.41
05/07/2019,2.31138,2.42
08/07/2019,2.33775,2.41
09/07/2019,2.34075,2.41
10/07/2019,2.3395,2.41
11/07/2019,2.30338,2.4
12/07/2019,2.32225,2.38
15/07/2019,2.30325,2.4
16/07/2019,2.29963,2.41
17/07/2019,2.3025,2.41
18/07/2019,2.27763,2.41
19/07/2019,2.25938,2.41
22/07/2019,2.28275,2.4
23/07/2019,2.2755,2.4
24/07/2019,2.26663,2.4
25/07/2019,2.25575,2.4
26/07/2019,2.26575,2.4
29/07/2019,2.2555,2.4
30/07/2019,2.25313,2.39
31/07/2019,2.26563,2.4
01/08/2019,2.28675,2.14
02/08/2019,2.23925,2.14
05/08/2019,2.209,2.13
06/08/2019,2.187,2.13
07/08/2019,2.1845,2.12
08/08/2019,2.181,2.12
09/08/2019,2.17563,2.12
12/08/2019,2.17525,2.12
13/08/2019,2.15813,2.12
14/08/2019,2.16838,2.12
15/08/2019,2.12375,2.13
16/08/2019,2.13588,2.13
19/08/2019,2.1515,2.13
20/08/2019,2.1495,2.13
21/08/2019,2.14763,2.12
22/08/2019,2.13225,2.12
23/08/2019,2.14438,2.12
27/08/2019,2.11738,2.12
28/08/2019,2.12413,2.12
29/08/2019,2.13175,2.12
30/08/2019,2.13763,2.13
03/09/2019,2.12663,2.13
04/09/2019,2.11238,2.13
05/09/2019,2.10213,2.13
06/09/2019,2.13413,2.12
09/09/2019,2.13838,2.13
10/09/2019,2.13163,2.13
11/09/2019,2.12725,2.13
12/09/2019,2.1185,2.13
13/09/2019,2.13938,2.14
16/09/2019,2.14513,2.25
17/09/2019,2.16413,2.3
18/09/2019,2.15588,2.25
19/09/2019,2.15888,1.9
20/09/2019,2.13463,1.9
23/09/2019,2.10625,1.9
24/09/2019,2.113,1.9
25/09/2019,2.09963,1.9
26/09/2019,2.10438,1.85
27/09/2019,2.09863,1.83
30/09/2019,2.08513,1.9
01/10/2019,2.08863,1.88
02/10/2019,2.05638,1.85
03/10/2019,2.04313,1.83
04/10/2019,2.027,1.82
07/10/2019,2.012,1.82
08/10/2019,2.0095,1.82
09/10/2019,1.98425,1.82
10/10/2019,1.98613,1.82
11/10/2019,2.00088,1.82
15/10/2019,2.00213,1.9
16/10/2019,2.00325,1.9
17/10/2019,1.96588,1.85
18/10/2019,1.95325,1.85
21/10/2019,1.934,1.85
22/10/2019,1.936,1.85
23/10/2019,1.93963,1.85
24/10/2019,1.93563,1.85
25/10/2019,1.92813,1.83
28/10/2019,1.9355,1.83
29/10/2019,1.92713,1.82
30/10/2019,1.90913,1.82
31/10/2019,1.90225,1.58
01/11/2019,1.8905,1.57
04/11/2019,1.90825,1.56
05/11/2019,1.8935,1.56
06/11/2019,1.90425,1.55
07/11/2019,1.90138,1.55
08/11/2019,1.90063,1.55
12/11/2019,1.90925,1.55
13/11/2019,1.90988,1.55
14/11/2019,1.90413,1.55
15/11/2019,1.90263,1.55
18/11/2019,1.8985,1.55
19/11/2019,1.89463,1.55
20/11/2019,1.89875,1.55
21/11/2019,1.9095,1.55
22/11/2019,1.91725,1.55
25/11/2019,1.91863,1.55
26/11/2019,1.90863,1.55
27/11/2019,1.91375,1.55
29/11/2019,1.9055,1.56
02/12/2019,1.90013,1.56
03/12/2019,1.8915,1.55
04/12/2019,1.88713,1.55
05/12/2019,1.885,1.55
06/12/2019,1.8905,1.55
09/12/2019,1.88838,1.55
10/12/2019,1.88725,1.55
11/12/2019,1.88738,1.55
12/12/2019,1.89363,1.55
13/12/2019,1.89963,1.55
16/12/2019,1.8985,1.56
17/12/2019,1.9025,1.55
18/12/2019,1.908,1.55
19/12/2019,1.92775,1.55
20/12/2019,1.93475,1.55
23/12/2019,1.94663,1.55
24/12/2019,1.9605,1.55
27/12/2019,1.94463,1.55
30/12/2019,1.90938,1.55
31/12/2019,1.90838,1.55
02/01/2020,1.90025,1.55
03/01/2020,1.87388,1.55
06/01/2020,1.87225,1.55
07/01/2020,1.878,1.55
08/01/2020,1.834,1.55
09/01/2020,1.84788,1.55
10/01/2020,1.83775,1.54
13/01/2020,1.83125,1.54
14/01/2020,1.84263,1.54
15/01/2020,1.83613,1.54
16/01/2020,1.82663,1.54
17/01/2020,1.81913,1.55
21/01/2020,1.80625,1.55
22/01/2020,1.80088,1.55
23/01/2020,1.79413,1.55
24/01/2020,1.79538,1.55
27/01/2020,1.7745,1.55
28/01/2020,1.7695,1.55
29/01/2020,1.77713,1.55
30/01/2020,1.76325,1.6
31/01/2020,1.75113,1.59
03/02/2020,1.741,1.59
04/02/2020,1.73738,1.59
05/02/2020,1.74163,1.59
06/02/2020,1.73413,1.59
07/02/2020,1.73088,1.58
10/02/2020,1.71313,1.58
11/02/2020,1.70725,1.58
12/02/2020,1.70375,1.58
13/02/2020,1.69163,1.58
14/02/2020,1.69175,1.58
18/02/2020,1.69463,1.59
19/02/2020,1.696,1.59
20/02/2020,1.68275,1.59
21/02/2020,1.67925,1.58
24/02/2020,1.64663,1.58
25/02/2020,1.63763,1.58
26/02/2020,1.61325,1.58
27/02/2020,1.58038,1.58
28/02/2020,1.46275,1.58
02/03/2020,1.25375,1.59
03/03/2020,1.31425,1.59
04/03/2020,1.00063,1.09
05/03/2020,0.99888,1.09
06/03/2020,0.896,1.09
09/03/2020,0.76813,1.09
10/03/2020,0.78413,1.09
11/03/2020,0.7725,1.09
12/03/2020,0.7405,1.1
13/03/2020,0.84313,1.1
16/03/2020,0.88938,0.25
17/03/2020,1.05188,0.25
18/03/2020,1.11575,0.25
19/03/2020,1.19513,0.2
20/03/2020,1.20413,0.15
23/03/2020,1.21563,0.15
24/03/2020,1.23238,0.12
25/03/2020,1.267,0.1
26/03/2020,1.37463,0.1
27/03/2020,1.45013,0.1
30/03/2020,1.43338,0.09
31/03/2020,1.4505,0.08
01/04/2020,1.4365,0.06
02/04/2020,1.373,0.05
03/04/2020,1.38738,0.05
06/04/2020,1.35238,0.05
07/04/2020,1.31988,0.05
08/04/2020,1.31138,0.05
09/04/2020,1.21888,0.05
14/04/2020,1.17613,0.05
15/04/2020,1.13488,0.05
16/04/2020,1.13525,0.05
17/04/2020,1.109,0.05
20/04/2020,1.09763,0.05
21/04/2020,1.043,0.05
22/04/2020,1.02025,0.05
23/04/2020,0.99138,0.04
24/04/2020,0.88713,0.05
27/04/2020,0.84075,0.04
28/04/2020,0.76013,0.04
29/04/2020,0.68663,0.04
30/04/2020,0.55613,0.05
01/05/2020,0.54088,0.05
04/05/2020,0.50088,0.05
05/05/2020,0.474,0.05
06/05/2020,0.44763,0.05
07/05/2020,0.43463,0.05
11/05/2020,0.4335,0.05
12/05/2020,0.424,0.05
13/05/2020,0.39238,0.05
14/05/2020,0.38563,0.05
15/05/2020,0.3805,0.05
18/05/2020,0.37663,0.05
19/05/2020,0.37413,0.05
20/05/2020,0.358,0.05
21/05/2020,0.3595,0.05
22/05/2020,0.36925,0.05
26/05/2020,0.37125,0.05
27/05/2020,0.3625,0.05
28/05/2020,0.35,0.05
29/05/2020,0.344,0.05
01/06/2020,0.33713,0.05
02/06/2020,0.3305,0.06
03/06/2020,0.32663,0.06
04/06/2020,0.31763,0.06
05/06/2020,0.31288,0.07
08/06/2020,0.30975,0.07
09/06/2020,0.31463,0.07
10/06/2020,0.31838,0.08
11/06/2020,0.31338,0.08
12/06/2020,0.32088,0.08
15/06/2020,0.299,0.09
16/06/2020,0.30788,0.09
17/06/2020,0.31625,0.09
18/06/2020,0.30638,0.09
19/06/2020,0.30513,0.09
22/06/2020,0.29663,0.08
23/06/2020,0.29688,0.08
24/06/2020,0.28375,0.08
25/06/2020,0.306,0.08
26/06/2020,0.30788,0.08
29/06/2020,0.29613,0.08
30/06/2020,0.302,0.08
01/07/2020,0.2985,0.08
02/07/2020,0.30375,0.09
03/07/2020,0.27588,0.09
06/07/2020,0.2765,0.09
07/07/2020,0.26838,0.09
08/07/2020,0.27288,0.09
09/07/2020,0.26625,0.09
10/07/2020,0.26813,0.09
13/07/2020,0.275,0.09
14/07/2020,0.27088,0.09
15/07/2020,0.27288,0.1
16/07/2020,0.27175,0.1
17/07/2020,0.27138,0.09
20/07/2020,0.25775,0.1
21/07/2020,0.2555,0.1
22/07/2020,0.2635,0.09
23/07/2020,0.2445,0.09
24/07/2020,0.24675,0.09
27/07/2020,0.26963,0.1
28/07/2020,0.26825,0.1
29/07/2020,0.26063,0.1
30/07/2020,0.251,0.1
31/07/2020,0.24875,0.1
03/08/2020,0.249,0.1
04/08/2020,0.2485,0.1
05/08/2020,0.242,0.1
06/08/2020,0.24325,0.1
07/08/2020,0.2525,0.1
10/08/2020,0.25688,0.1
11/08/2020,0.2535,0.1
12/08/2020,0.26475,0.1
13/08/2020,0.28013,0.1
14/08/2020,0.27038,0.1
17/08/2020,0.26775,0.1
18/08/2020,0.253,0.09
